จังหวัด,อำเภอ,ตำบล,รหัส อปท.,ประเภท อปท.,อปท.,ที่ตั้งสำนักงานเลขที่,หมู่ที่,รหัสไปรษณีย์,ขนาดพื้นที่,LAT,LONG,เว็ปไซต์ของอปท
ฉะเชิงเทรา,พนมสารคาม,หนองยาว,6240610,อบต.,หนองยาว,95,5,24120,70,13.77599416,101.3566647,www.nongyao.go.th
ฉะเชิงเทรา,พนมสารคาม,หนองแหน,6240610,อบต.,หนองยาว,95,5,24120,70,13.77599416,101.3566647,www.nongyao.go.th
ฉะเชิงเทรา,พนมสารคาม,เกาะขนุน,6240610,อบต.,หนองยาว,95,5,24120,70,13.77599416,101.3566647,www.nongyao.go.th
ฉะเชิงเทรา,พนมสารคาม,เมืองเก่า,6240611,อบต.,หนองแหน,,,,,,,
ฉะเชิงเทรา,พนมสารคาม,บ้านซ่อง,6240611,อบต.,หนองแหน,,,,,,,
ฉะเชิงเทรา,พนมสารคาม,พนมสารคาม,6240611,อบต.,หนองแหน,,,,,,,
ฉะเชิงเทรา,พนมสารคาม,หนองยาว,6240611,อบต.,หนองแหน,,,,,,,
ฉะเชิงเทรา,พนมสารคาม,หนองแหน,6240611,อบต.,หนองแหน,,,,,,,
ฉะเชิงเทรา,พนมสารคาม,เกาะขนุน,6240611,อบต.,หนองแหน,,,,,,,
ฉะเชิงเทรา,พนมสารคาม,เขาหินซ้อน,6240611,อบต.,หนองแหน,,,,,,,
ฉะเชิงเทรา,พนมสารคาม,ท่าถ่าน,6240611,อบต.,หนองแหน,,,,,,,
ฉะเชิงเทรา,พนมสารคาม,เมืองเก่า,6240606,อบต.,เกาะขนุน,402,3,24120,96.3,13.69,101.4,www.khoakanun.go.th
ฉะเชิงเทรา,พนมสารคาม,เขาหินซ้อน,6240606,อบต.,เกาะขนุน,402,3,24120,96.3,13.69,101.4,www.khoakanun.go.th
ฉะเชิงเทรา,พนมสารคาม,เกาะขนุน,6240606,อบต.,เกาะขนุน,402,3,24120,96.3,13.69,101.4,www.khoakanun.go.th
ฉะเชิงเทรา,พนมสารคาม,หนองแหน,6240606,อบต.,เกาะขนุน,402,3,24120,96.3,13.69,101.4,www.khoakanun.go.th
ฉะเชิงเทรา,พนมสารคาม,หนองยาว,6240606,อบต.,เกาะขนุน,402,3,24120,96.3,13.69,101.4,www.khoakanun.go.th
ฉะเชิงเทรา,พนมสารคาม,พนมสารคาม,6240606,อบต.,เกาะขนุน,402,3,24120,96.3,13.69,101.4,www.khoakanun.go.th
ฉะเชิงเทรา,พนมสารคาม,บ้านซ่อง,6240606,อบต.,เกาะขนุน,402,3,24120,96.3,13.69,101.4,www.khoakanun.go.th
ฉะเชิงเทรา,พนมสารคาม,ท่าถ่าน,6240606,อบต.,เกาะขนุน,402,3,24120,96.3,13.69,101.4,www.khoakanun.go.th
ฉะเชิงเทรา,พนมสารคาม,เมืองเก่า,6240607,อบต.,เขาหินซ้อน,299,1,24120,176.6,13.74208433,101.4610577,www.khaohinson.go.th
ฉะเชิงเทรา,พนมสารคาม,เขาหินซ้อน,6240607,อบต.,เขาหินซ้อน,299,1,24120,176.6,13.74208433,101.4610577,www.khaohinson.go.th
ฉะเชิงเทรา,พนมสารคาม,ท่าถ่าน,6240607,อบต.,เขาหินซ้อน,299,1,24120,176.6,13.74208433,101.4610577,www.khaohinson.go.th
ฉะเชิงเทรา,พนมสารคาม,บ้านซ่อง,6240607,อบต.,เขาหินซ้อน,299,1,24120,176.6,13.74208433,101.4610577,www.khaohinson.go.th
ฉะเชิงเทรา,พนมสารคาม,พนมสารคาม,6240607,อบต.,เขาหินซ้อน,299,1,24120,176.6,13.74208433,101.4610577,www.khaohinson.go.th
ฉะเชิงเทรา,พนมสารคาม,หนองยาว,6240607,อบต.,เขาหินซ้อน,299,1,24120,176.6,13.74208433,101.4610577,www.khaohinson.go.th
ฉะเชิงเทรา,พนมสารคาม,หนองแหน,6240607,อบต.,เขาหินซ้อน,299,1,24120,176.6,13.74208433,101.4610577,www.khaohinson.go.th
ฉะเชิงเทรา,พนมสารคาม,เกาะขนุน,6240607,อบต.,เขาหินซ้อน,299,1,24120,176.6,13.74208433,101.4610577,www.khaohinson.go.th
ฉะเชิงเทรา,พนมสารคาม,ท่าถ่าน,6240609,อบต.,เมืองเก่า,,,,28,13.73531011,101.3348436,
ฉะเชิงเทรา,พนมสารคาม,พนมสารคาม,6240609,อบต.,เมืองเก่า,,,,28,13.73531011,101.3348436,
ฉะเชิงเทรา,พนมสารคาม,หนองยาว,6240609,อบต.,เมืองเก่า,,,,28,13.73531011,101.3348436,
ฉะเชิงเทรา,พนมสารคาม,หนองแหน,6240609,อบต.,เมืองเก่า,,,,28,13.73531011,101.3348436,
ฉะเชิงเทรา,พนมสารคาม,เกาะขนุน,6240609,อบต.,เมืองเก่า,,,,28,13.73531011,101.3348436,
ฉะเชิงเทรา,พนมสารคาม,เขาหินซ้อน,6240609,อบต.,เมืองเก่า,,,,28,13.73531011,101.3348436,
ฉะเชิงเทรา,พนมสารคาม,เมืองเก่า,6240609,อบต.,เมืองเก่า,,,,28,13.73531011,101.3348436,
ฉะเชิงเทรา,พนมสารคาม,บ้านซ่อง,6240609,อบต.,เมืองเก่า,,,,28,13.73531011,101.3348436,
ฉะเชิงเทรา,ราชสาส์น,บางคา,6240702,อบต.,ดงน้อย,99/9,6,24120,56.5,13.84,101.29,
ฉะเชิงเทรา,ราชสาส์น,เมืองใหม่,6240702,อบต.,ดงน้อย,99/9,6,24120,56.5,13.84,101.29,
ฉะเชิงเทรา,ราชสาส์น,ดงน้อย,6240702,อบต.,ดงน้อย,99/9,6,24120,56.5,13.84,101.29,
ฉะเชิงเทรา,ราชสาส์น,ดงน้อย,6240701,อบต.,บางคา,11,2,24120,36.6,13.7864037,101.2846515,
ฉะเชิงเทรา,ราชสาส์น,เมืองใหม่,6240701,อบต.,บางคา,11,2,24120,36.6,13.7864037,101.2846515,
ฉะเชิงเทรา,ราชสาส์น,บางคา,6240701,อบต.,บางคา,11,2,24120,36.6,13.7864037,101.2846515,
ฉะเชิงเทรา,ราชสาส์น,ดงน้อย,6240703,อบต.,เมืองใหม่,199,6,24120,41.8,13.73,101.27,http://www.muangmailocal.go.th/
ฉะเชิงเทรา,ราชสาส์น,เมืองใหม่,6240703,อบต.,เมืองใหม่,199,6,24120,41.8,13.73,101.27,http://www.muangmailocal.go.th/
ฉะเชิงเทรา,ราชสาส์น,บางคา,6240703,อบต.,เมืองใหม่,199,6,24120,41.8,13.73,101.27,http://www.muangmailocal.go.th/
ฉะเชิงเทรา,สนามชัยเขต,ลาดกระทิง,5240801,เทศบาลตำบล,สนามชัยเขต,เลขที่ 111,1,24160,5,13.66014487,101.4480919,www.sanamchaikhet.go.th
ฉะเชิงเทรา,สนามชัยเขต,ทุ่งพระยา,5240801,เทศบาลตำบล,สนามชัยเขต,เลขที่ 111,1,24160,5,13.66014487,101.4480919,www.sanamchaikhet.go.th
ฉะเชิงเทรา,สนามชัยเขต,คู้ยายหมี,5240801,เทศบาลตำบล,สนามชัยเขต,เลขที่ 111,1,24160,5,13.66014487,101.4480919,www.sanamchaikhet.go.th
ฉะเชิงเทรา,สนามชัยเขต,ท่ากระดาน,5240801,เทศบาลตำบล,สนามชัยเขต,เลขที่ 111,1,24160,5,13.66014487,101.4480919,www.sanamchaikhet.go.th
ฉะเชิงเทรา,สนามชัยเขต,ลาดกระทิง,6240802,อบต.,คู้ยายหมี,612,9,24160,159,13.62933593,101.5084872,www.khuyaimi.go.th
ฉะเชิงเทรา,สนามชัยเขต,ท่ากระดาน,6240802,อบต.,คู้ยายหมี,612,9,24160,159,13.62933593,101.5084872,www.khuyaimi.go.th
ฉะเชิงเทรา,สนามชัยเขต,คู้ยายหมี,6240802,อบต.,คู้ยายหมี,612,9,24160,159,13.62933593,101.5084872,www.khuyaimi.go.th
ฉะเชิงเทรา,สนามชัยเขต,ทุ่งพระยา,6240802,อบต.,คู้ยายหมี,612,9,24160,159,13.62933593,101.5084872,www.khuyaimi.go.th
ฉะเชิงเทรา,สนามชัยเขต,ทุ่งพระยา,6240804,อบต.,ทุ่งพระยา,,,,,,,
ฉะเชิงเทรา,สนามชัยเขต,ท่ากระดาน,6240804,อบต.,ทุ่งพระยา,,,,,,,
ฉะเชิงเทรา,สนามชัยเขต,ลาดกระทิง,6240804,อบต.,ทุ่งพระยา,,,,,,,
ฉะเชิงเทรา,สนามชัยเขต,คู้ยายหมี,6240804,อบต.,ทุ่งพระยา,,,,,,,
ฉะเชิงเทรา,สนามชัยเขต,ท่ากระดาน,6240803,อบต.,ท่ากระดาน,255,8,24160,483,13.668521,101.592534,
ฉะเชิงเทรา,สนามชัยเขต,ทุ่งพระยา,6240803,อบต.,ท่ากระดาน,255,8,24160,483,13.668521,101.592534,
ฉะเชิงเทรา,สนามชัยเขต,คู้ยายหมี,6240803,อบต.,ท่ากระดาน,255,8,24160,483,13.668521,101.592534,
ฉะเชิงเทรา,สนามชัยเขต,ลาดกระทิง,6240803,อบต.,ท่ากระดาน,255,8,24160,483,13.668521,101.592534,
ฉะเชิงเทรา,สนามชัยเขต,ท่ากระดาน,6240805,อบต.,ลาดกระทิง,444,4,24160,196,13.56118753,101.4634395,LKT.go.th
ฉะเชิงเทรา,สนามชัยเขต,ลาดกระทิง,6240805,อบต.,ลาดกระทิง,444,4,24160,196,13.56118753,101.4634395,LKT.go.th
ฉะเชิงเทรา,สนามชัยเขต,ทุ่งพระยา,6240805,อบต.,ลาดกระทิง,444,4,24160,196,13.56118753,101.4634395,LKT.go.th
ฉะเชิงเทรา,สนามชัยเขต,คู้ยายหมี,6240805,อบต.,ลาดกระทิง,444,4,24160,196,13.56118753,101.4634395,LKT.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,โสธร,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองจุกกระเฌอ,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หนามแดง,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,วังตะเคียน,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บ้านใหม่,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางไผ่,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางแก้ว,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางเตย,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางพระ,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางตีนเป็ด,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางขวัญ,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางกะไห,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,ท่าไข่,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองเปรง,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองอุดมชลจร,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนครเนื่องเขต,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,2240101,อบจ.,ฉะเชิงเทรา,51/4,1,24000,5351,13.70718,101.12939,cpao.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,โสธร,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองจุกกระเฌอ,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หนามแดง,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,วังตะเคียน,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บ้านใหม่,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางไผ่,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางแก้ว,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางเตย,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางพระ,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางตีนเป็ด,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางขวัญ,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางกะไห,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,ท่าไข่,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองเปรง,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองอุดมชลจร,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนครเนื่องเขต,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,4240102,เทศบาลเมือง,ฉะเชิงเทรา,,,24000,12.76,13.69024399,101.0701932,http://www.tbmccs.go.th/
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,โสธร,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองจุกกระเฌอ,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หนามแดง,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,วังตะเคียน,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บ้านใหม่,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางไผ่,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางแก้ว,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางเตย,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางพระ,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางตีนเป็ด,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางขวัญ,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางกะไห,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,ท่าไข่,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองเปรง,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองอุดมชลจร,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนครเนื่องเขต,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,5240103,เทศบาลตำบล,นครเนื่องเขต,,,,,,,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนครเนื่องเขต,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองจุกกระเฌอ,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,โสธร,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หนามแดง,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,วังตะเคียน,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บ้านใหม่,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางไผ่,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางแก้ว,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางเตย,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางพระ,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางตีนเป็ด,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางขวัญ,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางกะไห,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,ท่าไข่,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองเปรง,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองอุดมชลจร,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,6240105,อบต.,คลองจุกกระเฌอ,7-เม.ย.,4,24000,12,13.66170867,101.123786,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,โสธร,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองจุกกระเฌอ,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนครเนื่องเขต,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองอุดมชลจร,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองเปรง,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,ท่าไข่,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางกะไห,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางขวัญ,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางตีนเป็ด,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางพระ,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางเตย,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางแก้ว,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางไผ่,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บ้านใหม่,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,วังตะเคียน,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หนามแดง,6240106,อบต.,คลองนครเนื่องเขต,-,7,24000,31.66,13.69869469,100.9650421,www.knk.go.th
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,โสธร,6240107,อบต.,คลองนา,78/9,2,24000,10.69,13.65,101.1,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองจุกกระเฌอ,6240107,อบต.,คลองนา,78/9,2,24000,10.69,13.65,101.1,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,6240107,อบต.,คลองนา,78/9,2,24000,10.69,13.65,101.1,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,6240107,อบต.,คลองนา,78/9,2,24000,10.69,13.65,101.1,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองอุดมชลจร,6240107,อบต.,คลองนา,78/9,2,24000,10.69,13.65,101.1,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองเปรง,6240107,อบต.,คลองนา,78/9,2,24000,10.69,13.65,101.1,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,ท่าไข่,6240107,อบต.,คลองนา,78/9,2,24000,10.69,13.65,101.1,
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางกะไห,6240107,อบต.,คลองนา,78/9,2,24000,10.69,13.65,101.1,
